id;descricao;quem_id;talentoclasse_id;regiao_id;experiencia
394;Aulas de reforço escolar, Ensino Fundamental I e II.;3866;8;28;Sou professora particular de reforço escolar em diversas disciplinas, para ensino fundamental I e II.
395;Técnica de enfermagem. Curativos, injeções, administração de medicamentos, orientação de cuidados com pessoas idosas...;311;29;26;"Formada em 2007, com especialização em instrumentação cirúrgica, curativos especiais e tratamentos de queimaduras, cuidados com idosos.
Trabalhei em hospitais na área da clínica médica, emergência e unidade intensiva.
Cuidadora de idosos desde 1993."
396;Leitura de cartas ciganas;1382;31;26;Pouca experiência
397;"Trabalho com desenho, ilustração, pintura, tatuagem e aulas artísticas.

Obs.: corrigir acima - tatuagens, body piercing";594;23;31;"Exposição de artes desde 1994 em algumas cidades como; Goiânia, Brasília, São Paulo, Teresópolis, Aracaju, Salvador, Florianópolis, New York, São Francisco, Denver e Guanghzou.
Professor de artes desde 1996
Tatuador artístico desde 2017"
398;"Sessão de Gemoterapia e reiki 
Workshop de Mandalas
Aula de yoga para adultos e crianças";9;28;28;6 anos de experiência com terapias Holísticas, com atendimento em Argentina  também.
399;Kefir e subprodutos, yogurte, coalhada, yogurte grego e yacult de Kefir;3509;4;22;Kefir
400;Artesanatos em macramê, suportes para vasos, painéis, bolsas etc...;502;22;26;Faço macramê aproximadamente 2 anos e já ofereci muitos suportes  pelo banco de tempo
401;"Aulas dentro da metodologia do Círculo Dança do Ventre Holística, com foco em desenvolvimento pessoal através da conscientização despertada por esta prática de dança. Em grupo, nos horários em que houver um grupo ativo com vagas disponíveis, com comprometimento mensal. Aulas de 1h30m 1x/sem = 6h/mês.  
Apresentações de dança em eventos de característica familiar, onde crianças têm seu espaço. Em regiões próximas e de fácil acesso do meu ponto de partida ;)";610;13;39;Muitos anos de experiência :) Atuando profissionalmente com dança do ventre desde 1999.
402;Aulas de Kundalini Yoga em grupo, no horário em que houver grupo ativo com vagas disponíveis. Aulas de 1h30m 1x/sem = 6h/mês.;610;31;39;Praticante de Kundalini Yoga desde 2005, instrutora desde 2014.
403;Cuidado com crianças,Bolos,Doces;1;2;26;Com crianças
404;"Consulta e tratamento mediunico multidimensional.
Despertar a conexão interior, holograma pessoal.
Benzimentos, limpezas, retirada de implantes, chips, inprints, memórias.
Banimentos, liberação de pactos, contratos, acordos, hologramas familiares, sociais, financeiros, etc.
Firmamentos.";3666;31;28;"Clarividente e clariaudiente.
Experiência de 20 anos com baralho cigano. 
Thetahealer, deeksha giver, master em reiki xamânico, facilitadora de barras de access, master em leitura dos registros akáshicos."
405;aulas de Geografia, Gestão Ambiental;3805;8;28;Sou Geógrafa, mestranda em Geografia pela UFSC
406;Correção de TCC e afins nas normas da ABNT;3805;9;28;Sou orientadora de TCC pela Unicesumar há mais de 1 ano e mestrando em Geografia pela UFSC
407;Mudas de ora-pro-nobis;3805;4;28;Iniciei o plantio e tenho mudas enraizadas
408;Consultoria Ambiental, mapeamento em geral;3805;39;28;"Sou Geógrafa e trabalhei como Analista Ambiental durante 5 anos em uma empresa no Paraná.
Tenho experiência com estudos ambientais no geral, processo de licenciamento, georreferenciamento rural, geoprocessamento, mapeamento e afins."
409;Ajuda com trabalhos acadêmicos (trabalhos de conclusão de graduação e pós-graduação, artigos, etc)... seja na forma de texto escrito ou apresentação... como organizar as ideias e estruturar o trabalho, revisão do conteúdo e formatação nas normas técnicas.;3944;9;55;Sou professora universitária com experiência em orientação de trabalhos e participação em bancas de avaliação.
410;Consultoria em Marketing Digital para negócios de Bem-Estar e Saúde.;1162;38;37;Tenho 10 anos de experiência profissional na área de comunicação e marketing.
411;Sessões de Reiki Usui.;1162;28;37;Master Reiki Usui
412;Marmitas veganas e orgânicas.;3165;4;42;Cozinheira vegana com muito amor por ingredientes orgânicos.
413;Organização, decoração e limpeza em casas ou qualquer outro espaço.;4090;6;36;Faço limpeza e organizo a casa de amigos e conhecidos. E cuido da minha casa !
414;Jogo de Tarot on line;2612;31;36;5 anos de experiência profissional e com ensino também.
415;Faço Filtro dos sonhos sob encomenda. Dou oficinas particulares ou em grupo.;904;22;6;Aprendi essa arte com uma amiga e me apaixonei. Fui aperfeiçoando aos poucos e desenvolvendo peças exclusivas. A paixão só aumentou e hoje meu foco é transformar essa arte em meu trabalho e sustento.
416;Aulas de boxe ou Muay Thai ao ar livre.;2924;24;27;3 anos de aulas em academias.
417;"Ofereço consultoria em abordagem integrativa para pessoas e animais.
Um trabalho de cura facilitado por animais, que promove uma melhor qualidade de vida pra ele e para vc, amenizando doenças do corpo físicas através do acolhimento e cuidados dos corpos sutis.

Ofereço tb vivência e aprendizagem com cavalos, para crianças e adultos, no sul da ilha.

Conhece mais em: www.religaranimal.com.br";123;28;26;Veternianaria holística há 7 anos e terapeuta sistêmica há 2 anos.
418;Produzo luminárias feitas em papelão descartado. Sempre que possível vou disponibilizá-las.;632;22;28;Esse é meu trabalho! Tenho um estúdio no Campeche onde trabalho com esses produtos faz 3 anos.
419;Faço incensos naturais(defumadores) para harmonização de ambientes e pessoas.;1490;28;28;Já faço incensos(defumadores) a algum tempo, já vendi pelo fb,feirinha na UFSC e inclusive pelo banco do tempo, é feito de plantas secas amarradas e faço por prazer
420;ofereço Aula de italiano básico, conversação.;1987;41;28;falo e escrevo fluentemente italiano, por ter morado por 10 anos na italia, onde trabalhei e estudei 5 anos. ja participei no banco de idiomas com o curso de italiano basico
421;"Reiki - Sistema tradicional Usui
Cursos e terapia
Reiki com complementação de Cristaloterapia";843;28;26;"7 anos 
Mais de 500 iniciações em alunos, níveis 1, 2 e Mestre"
422;"Marido de aluguel
Pequenos reparos em: Elétrica, Hidráulica e marcenaria...
Montagem e desmontagem de móveis, instalações, etc...";843;7;26;30 anos
423;"Aulas de Yoga; Yoga Massagem Ayurvédica; Thetahealing; Numerologia Tantrica";622;28;34;Aulas regulares de Hatha Yoga e Kundalini Yoga no Coletivo Flor da Vida
424;Sou professora de sociologia. Trabalho em escolas do Estado. Com adultos e jovens. Posso ajudar nas áreas da ciências humanas.;1221;8;26;Sou professora a três anos. Na secretaria do Estado de Santa Catarina.
425;Atendo com terapia de Reiki.;1221;28;26;Trabalho comunitário da associação do Campeche.
426;Estética facial e corporal, tratamento para estrias, acne, rugas, melasma, revitalização profunda, limpeza de pele, melasma. Massagem terapêutica, pedras quentes, relaxante drenagem linfática .;1835;25;31;Estetica e cosmetica a 5 anos
427;Reiki;8;28;34;Atuo com Reiki no projeto Reikianos na ASAC
428;Projetos de pesquisa de mercado. Definição de objetivos, metodologia a ser seguida, público alvo, abordagem, coleta de dados, análise de dados, graficação, relatório.;2150;39;55;12 anos trabalhando em instituto de pesquisa de mercado.
429;Estatística. Orientação sobre as melhores técnicas para atingir o seu objetivo com os dados disponíveis. Análise de dados, graficação, relatório.;2150;40;55;Formada em Estatística, com mestrado em Engenharia de Produção. 14 anos de experiência com análise de dados.
430;Sustentabilidade. Auxílio na elaboração e avaliação de projetos, cursos para leigos. Conceitos, referencial teórico, exemplos práticos de iniciativas comunitárias, corporativas, individuais.;2150;40;55;5 anos de experiência na área envolvendo pesquisa acadêmica, estudo de hábitos de consumo responsáveis e atuando projetos de sustentabilidade corporativa.
431;Auxiliar, mão de obra. Quero ajudar a cuidar de horta. Tenho pouco conhecimento.;2150;7;55;Pouco conhecimento. Mais conhecimento teórico.
432;Auxiliar. Me ofereço para ajudar quem precise de uma mão na cozinha. Não tenho conhecimento na área. Gostaria de aprender mais sobre cozinha típica, regional, lowcarb, funcional, paleo.;2150;1;55;Sem experiência.
433;Marceneiro amador e fabricação de brinquedos em madeira;1622;40;39;2 anos de marcenaria amadora
434;Sou praticante de Barras de Access;1;30;22;A aplicação das barras pode promover a ruptura de antigos paradigmas arraigados no mais profundo, de forma simples, rápida e eficaz.
435;Biscuit. Lembrancinhas se aniversário.;3767;22;29;Faço lembrancinhas para festas, velas decoradas, alguns bonecos decorativos.
436;Fotógrafa há 5 anos. Faço ensaios família, casal, gestante, newborn e sensual.;3320;16;26;Fotógrafa há 5 anos, trabalhei com registro de eventos como o Festival de Teatro de Curitiba, festas, casamentos e ensaios em geral.
437;Astrologia, Numerologia, Tarot, Cartas Ciganas, Quiromancia;2832;31;28;Sempre na busca
438;"Bolo de açúcar mascavo com frutas.
Bolo de chocolate com recheio de brigadeiro e nos.";2277;1;39;Muito Boa a experiência.
439;Aula de Surfe para Iniciantes na Barra da Lagoa.;2321;24;36;Surfo há mais de 10 anos, e dou aula desde 10/2018.
440;Caronas e Fretes em carro de pequeno porte (Celta). Confirmar disponibilidade.;2321;5;36;Já fiz algumas mudanças, muitas caronas e pequenos fretes.
441;Produzo marmitas veganas congeladas, priorizando ingredientes orgânicos e sazonais.;2368;4;31;Já trabalhei com eventos gastronômicos, feiras e tive meu próprio negócio de marmitas veganas.
442;Posso dar caronas e fazer entregas de carro.;2368;5;31;Dirijo há 13 anos
443;Reiki nível 1, 2 e 3, posso utilizar Cristais.;2321;28;36;Certificado em Reiki desde 04/2018, curioso e muito intuitivo sobre diversas terapias holísticas.
444;Massoterapia, Reiki, Técnica em Estética Facial e Corporal, especializada em Drenagem Linfática Gestante e Pós Cirúrgica, proprietária da empresa Margue Cardoso Terapias e Estética.;60;25;28;"Mais de 20 anos na área de massagem e tratamentos estéticos a partir de 1987, variados cursos em SENAC, Atman Amara.
Técnica em Estética  SENAC desde 2007."
445;Trilhas (40 só na ilha!): escolha a sua!;953;24;39;"Já faço trilhas á mais de 20 anos aqui na ilha e em outros locais próximos.
Não sou guia profissional. Sou acompanhante de trilhas, com conhecimento dos trajetos e de algo da história local, dos recursos e riquezas naturais, etc."
446;Instrutor de Tantra Yôga;2773;30;28;Praticante de yôga há mais de 15 anos e instrutor há 2 anos.
447;"Sabonetes glicerinados, aromatizadores, sachês;
Buttons, imãs;
Flores de tecido;
toucas de lã;
Bordados em pedrarias";3943;22;11;36 anos (minha mãe já era artesã, e desde que eu nasci estou sempre fazendo artesanato)
448;Professora reforço escolar.;907;8;26;"Atualmente estou Profa na educação infantil no berçário 2.
As demais experiências no ensino fundamental, foram em estágios obrigatórios no curso de magistério e na graduação pela Universidade Federal."
449;Ofereço carona por horas para até 10 km. Para distâncias maiores podemos combinar com combustível.;3574;5;39;experiência dirigindo há 8 anos.
450;Mandalas de lã;3574;22;39;desenvolvendo as habilidades artísticas desde sempre.
451;REIKI E ALINHAMENTO DOS CHAKRAS COM CRISTAIS.;3574;28;39;reikiana há 8 anos.
452;Sou psicóloga.  Formação em gestalt-terapia, mediação e conciliação familiar, pós graduação em Pedagogia.;4030;30;42;Mais de 12 anos na clínica. Atuou em escolas, Caps, APAE e jurídico.
453;"Psicoterapia de Regressão
Constelação Xamanica
Aulas em Grupo de Reiki, Xamanismo e Terapia Feminina
Vivências de Auto Conhecimento
Doula";314;30;22;"7 anos na área terapêutica e cursos;
4 anos como doula;
6 anos como Mestre de Reiki;
Na área de estudos tradicionais: já estudou filosofia e hoje está em formação de psicóloga."
454;Pintor residencial, comercial e predial.;1018;7;28;Pintor Predial Profissional, especializado em trabalho em altura, prestando serviços para RH Empreiteira, em Florianópolis.
455;Pintor residencial, comercial e predial (rapel) . Para Jardim/Horta , ofereço minhocas e biofertilizante líquido.;1018;7;28;Experiência profissional em pintura predial , presto serviços para condomínios, empresas e residencias.
456;Arquitetura, construção com terra, bioconstrução, permacultura. Consultorias para quem deseja construir e reformar. Projetos de arquitetura. Cursos e oficinas de bioconstrução. Consultorias em sustentabilidade para profissionais da área.;2439;39;22;Projetos e obras de arquitetura, cursos de bioconstrução, consultorias para clientes e profissionais que deseja se apropriar de tecnologias de construção sustentável.
457;Aulas de Crochê / Crochet e consultoria no desenvolvimento de peças;246;21;12;"Sou designer de produtos, artesã, artista têxtil e professora
www.fazeponto.com"
458;"Massagem terapêutica;
Massagem Relaxante;
Drenagem linfática;
Tratamento pós operatório;
Cuidados com a pele, prescrições estéticas;
Limpeza de pele (com extração).";2609;28;42;"Sou Biomedica esteta, formada há 9 anos, com experiência em laboratório, pesquisa, e docência, além do atendimento. Massoterapeuta formada há 7 anos.
Docente de massoterapia e de estética em escolas técnicas e profissionalizante do centro de Florianópolis.
Atendimento em consultório próprio na Trindade desde o início do ano.
Reiki Ana nível 2.
🙏🏽"
459;"Sou artista visual, faço pinturas digitais.
Também trabalho como designer gráfico.";3737;20;34;Tenho vários trabalhos para expor a minha trajetória!
460;Tatuagens;3735;23;39;Proposta muito interessante, conheci pessoas maravilhosas através do banco. Recomendo.
461;"Aulas de Tai Chi
Workshop de Taoísmo
Cursos de Formação nestas especialidades
QiGong Terapêutico
Lian Gong
Meditação Taoista
Reiki
Thai Massagem
Atendimento com Florais
Círculos do Feminino
Medicina da natureza p/ homens e mulheres ( tratamentos pela via de  povos originários)";291;28;6;"Trabalho com as praticas Taoístas desde 1995
Formação Tai Chi Pai Lin
Formação Instituto Buyung IlLee
Formação c/ Li Hon Ki
Mestre em Reiki
Formação de Base Transdisciplinar Holística UNIPAZ
Formação em Ginecologia Natural
Formando em Naturopatia"
462;"Posso oferecer pratos prontos e fresquinhos ou na versão congelada. Cozinho pratos típicos de diversas regiões do Brasil, comida fitness, além de doces e salgados variados.
Além de comidas e lanches, faço licores artesanais com frutas orgânicas da estação, colhidas diretamente do sítio dos meus pais.";3881;4;11;Sou formada em Gastronomia pelo Instituto Federal de Santa Catarina, além de possuir experiência em restaurantes.
463;"Yoga massagem ayurvedica
Drenagem linfática
Yogaterapia
Bioterapia Facial
Cura quântica estelar";2205;28;28;"Yoga massagem ayurvedica- é profunda com alongamentos
Bioterapia Facial - tratamento facial ayurvedico"
464;Pequenas costuras e pequenos ajustes em roupas e costuras em geral;319;21;1;Costuro a uns 4 anos, ando parada devido ao trabalho formal mas fiz cursos de costura e modelagem
465;Consultoria em Marketing Digital, Gestão redes sociais, Designer digital (criação de logo e material digital). Consultoria e-commerce. Criação de material digital para festas de aniversário/eventos;319;38;55;Estudo Marketing a 2 anos, trabalho com e-commerce a 5 anos, nenhuma formação, porém muita vontade
466;Oficina de Escrita Criativa;1582;38;6;"Ofereço a Oficina de Escrita Criativa desde 2015 para pessoas que desejam desenvolver um conhecimento sobre escrita de ficção.
Graduado em Jornalismo, Especialista em EAD, Mestre em Engenharia e Gestão do Conhecimento pela UFSC e formação em Escrita de Ficção pela Universidade de Iowa/EUA."
467;Produzo produtos de limpeza ecológicos, 100% naturais.;4074;6;22;"Cursos online de saboaria:
- processo à frio
- processo à quente
- técnicas especiais"
468;Faxina  básica no seu lar, organização de guardar  roupas.;1961;6;32;Trabalho com faxina aos sábados. E organização dr guarda roupa.
469;Comidas caseiras saudáveis feitas com amor;3801;4;38;Criada em uma família que adora reunir-se e comemorar a vida. Sempre inventando comidinhas deliciosas para compartilhar.
470;"Aulas de yoga e pilates e dança contemporânea, ou combinação entre os dois;
Leituras de Tarô;
Confecção de trabalhos em arte para decoração, presente: desenhos com moldura.";1923;31;55;Praticante das modalidades de yoga e pilates a mais de 10 anos, formação em dança contemporânea, artista visual e estudante do tarô a mais de 15 anos.
471;Pão integral vegano;3123;4;28;Faço pão integral vegano para minha família e posso disponibilidade aqui tbm
472;"Terapias Naturais - Reiki, ginecologia natural, fitoterapia, florais da lua 
Rodas sobre o feminino
Doulagem
Cosméticos naturais 
Cuidados no pós parto";3425;28;26;"Com as atividades coletivas venho trabalhando desde 2015, com círculos femininos e terapias voltadas para mulheres
Fiz o curso de doula também em 2015 e ainda não acompanhei nenhum parto, tenho dois bebês pequenos e apenas agora senti no coração que é o momento de tirar esse talento da caixinha"
473;Comidas preparadas com muito carinho.;1028;2;1;Minha experiência é do dia a dia, de eventos e do curso de gastronomia realizado no IFSC.
474;Atuo como fotógrafa, faço ensaios femininos se suas e nu artístico, também realizo ensaios familiares, infantis e eventos. Do aula para fotografia iniciante, ensinando direção de modelo, funções e manuseio da câmera.;3642;17;1;Trabalho com fotografia a mais de dois anos, em todo esse tempo tive prazer de fazer ensaio infantil, inúmeros estilos de ensaio feminino, de casal, também fiz cobertura de lançamento de livro, aniversário e eventos culinários. Do aula a menos de um ano para fotógrafos que queiram ingressar nesse ramo ou adquirir mais conhecimento
475;Aulas de Mandarin;3907;9;40;Emquanto morava na China lecionava Inglês, espanhol e português. Agora que estou de volta, estou começando a dar aulas de Mandarin.
476;Psicóloga Clínica;1531;30;34;Graduada em psicologia desde 2000.
477;"Sou manicure a 12 anos , ofereço pelo banco mão e pé, atendo no meu espaço no centro de floripa. 
Whats 98436/1698";2038;26;3;"Tenho 12 anos de profissão. 
Comecei aos 15 anos como
Um hobby e hoje virou uma paixão, faço com muito amor,"
478;Aulas de hebraico moderno;434;9;42;Morei em Israel por dois anos e meio
479;"Pão de batata doce s/ gluten e s/ lactose 
Pastas 
Caponata";1770;4;19;Formação em gastronomia
480;Cuidadora de crianças...;1337;32;28;Cuidadora de crianças.
481;Projetos de interiores em 3D;1770;39;19;7 anos projetando
482;Edição de vídeos, interpretação para língua de sinais e muitas outras coisas;2;18;42;"Interpretação;
Edição de vídeos"
483;Faço brincos, colares, pulseiras em macramê. Usando sementes, conchas e cristais.;2999;22;28;Já fazem uns 4 anos que comecei a fazer peças em macramê e linhas.
484;Manicure e cabeleireira (corte, escova, hidratação, pintura), designer de sobrancelha;2436;26;38;Tenho diploma de cabeleireira e manicure, atuei em salão de beleza.
485;Reikiana;2030;28;28;Há 8 meses aplicando Reiki e há dois meses no espaço SAC.
486;"Consertos de elétrica, reparos gerais no seu lar ou loja.
Instalações, colocação de varais, pratileiras.
Alvenaria, Pintura.
Consultar por outros";2304;40;55;"Trabalho por conta nesses assuntos há mais de dez anos. Capricho no cuidado das tarefas, a funcionalidade e a limpeza.

No caso de eu ter que me deslocar cobro uma pequena quantidade, R$ 10, para esse gasto."
487;Aulas de espanhol e traduções espanhol <--> português;2304;41;55;Há um ano que dou aulas de espanhol. Estudo Turismo, trabalho na área.
488;Experiência em desenvolvimento de sites, formato e-commerce.;3999;35;31;1 ano
489;Consultoria em marketing digital voltado a redes sociais (instagram, facebook) e site.;3999;40;31;2 anos
490;"Sou fonoaudióloga. 
Atendo crianças adultos idosos.
Faço massagem estética facial.
Passo Reiki";3037;29;28;"16 anos atuando nas área de linguagem oral e escrita; distúrbio do processamento auditivo central; reabilitação vestibular (vertigens, tonturas); e problemas de motricidade oral ( trabalho junto a ortodontia, respiração bucal, problemas de mastigação, bruxismo...) fono estética da face.
Reiki nível 1."
491;"Sou Publicitária, trabalho como Diretora de Arte.
Ofereço meu talento para criação de layout's, logotipos e gerenciamento de redes sócias.";3749;38;26;Trabalho desde 2005 como Publicitária na área de Arte, Redação e Produção.
492;Prof de francês e escrita criativa;2674;9;26;Sou professora de francês e de escrita criativa. Promovo oficinas e encontros!
493;aulas de malabarismo e confecção de brinquedos;3915;14;55;faço malabarismo desde 1998, com diversas oficinas e apresentações
494;Personal Trainer - Treinamento Funcional (Emagrecimento/Gestantes/Pós-Partos/Endurance/Qualidade de vida);691;24;28;"Atendo como personal faz 6 anos, sou ex-professor de treinamento funcional em grupo da Academia Sotália, no Campeche, durante quase 2 anos passei aulas de treinamento funcional em grupo na praia.
Hoje meu foco principal é o meu projeto, Centraliza, focado nas mamães. Tanto gestantes como no pós-parto."
495;no momento ofereço vagas nos cursos de astrologia, não estou fazendo atendimento individual pelo btf;28;30;34;profissional de alta qualidade
496;Faço bolos , muffins doces e salgados, hambúrguer de lentilha .;3789;4;34;"Produção caseira de muffins doces e salgados.
Hambúrguer de lentilha , produção caseira."
497;Produção de gelatos artesanais;2239;4;39;Produção de gelatos artesanais, a base de água (veganos) ou leite.
498;Aulas de francês, inglês e português língua estrangeira.;3637;9;39;"17 anos de experiência como professora de francês e inglês.
14 anos de experiência como professora de português língua estrangeira."
499;Parapsicologia Clíníca / Iridologia / Terapias complementares;1678;28;11;"Atendimento em Parapsicologia;
Iridologia
Terapia Floral e Aromaterapia
Barra de Access
Tarot Cigano
Hipnose
Regressão
TVP"
500;QUÍMICA;1678;8;11;"Professora de Química aposentada; Mestre em História da Química; Dra em Eng Química....com experiência no ensino, desde nível médio, pré-vestibular e nível superior ."
501;Tricot/Crochet/Pintura/Filtro dos Sonhos/Fuxico etc;1678;22;11;Aulas de tricot e crochet...participação em feirinhas de artesanato
502;Cat sitter.;3637;33;39;Sou mãe de dois gatos lindos: a Bichilda, de 6 anos e o Esquilo, de 3. Estou disponível para cuidar dos felinos cujos pais precisarem se ausentar, seja por um fim de semana, feriado prolongado ou uma temporada maior, a combinar.
503;Jardinagem, Marcenaria simples, Auto Elétrica, Reparos domésticos.;3838;7;26;"Trabalho profissionalmente com Jardinagem, 4 anos de auto elétrica, e ""faz tudo"" desde criança."
504;Terapeuta tradicional Chinesa. Acupunturista, massoterapia e técnicas Associadas. Prop. KAIRÓS Espaço  Terapeutico;824;28;3;Sou Graduada em Ed. FISICA ( UGF/RJ _ 1987), formação em Psicomotricidade, watsu, e Bioenergetica. PÓS Graduada em Terapêuticas Chinesas pela Unisul(2010) . Exerço  a Profissão de acupunturista há  8 anos.Abri um Espaço Terapêutico de Práticas Integrativas e Complementares em junho/2018.
505;"Faço  torta de legumes e bolos caseiros, fuba cremoso, cenoura, nega maluca, tbem faço bolo funcional de banana com aveia s/ açúcar 
Disponibilizo uma vez por semana ao sábados.";2787;1;16;"Olá 
Fiz salgados e docinhos pra festa de aniversário pra uma pessoa do grupo,  não lembro o nome kk, a msm disse ter gostado do meu trabalho 😊
Tbem passei camisas pra outra pessoa, esse talento não estava cadastrado. 

Fiz tudo com carinho 😊"
506;Costuras criativas;3323;21;28;Rede de berço, necessarie, trocador de bolsa, fraldas com barrado e outras costurinhas
512;Ensaios fotográficos externos dentro da ilha;1365;16;56;Tenho 6 anos de experiência com trabalhos fotográficos. Ensaios publicitários, pessoais, eventos, etc.
513;Posso traduzir diversos tipos de documentos do português pro francês (textos acadêmicos, literários, legendas, etc...);846;41;28;Trabalhei com tradução de legendas de serie da Amazon, e fiz outras tarefas ocasionais (arquitetura por exemplo) do inglês pro francês e do português pro francês. Traduzo também textos de interesse para grupos ecologistas na frança (traduzi do Viveiros de Castro, do Davi Kopenawa, por exemplo).
514;Fotógrafa entusiasta, gosto de fotografar ambientes externos, produtos e espetáculos culturais.;2412;16;55;"Fotografia de retrato, cenários e espetáculos.
Gosto de fotos espontâneas, ambientes externos, iluminação natural.
Equipamento próprio, mas limitado. 
Não faço montagem em estúdio com iluminação artificial.

Portifolio online: https://www.flickr.com/photos/mazannon"
515;Formatação de computadores;2290;34;39;Sou formanda em Análise e Desenvolvimento de Sistemas pela UTFPR e realizo formatação de computadores há mais de 3 anos.
516;Marketing digital: Logo simples, identidade visual para redes sociais, cartão de visita, panfletos, etc.;2290;40;39;"Trabalhei na área de criação da empresa Credeal, participando do desenvolvimento de coleções de caderno, divulgação e marketing da marca. Também possuo uma loja online, onde realizo divulgação através das redes sociais.
Possuo curso de designer, com habilidades em Photoshop e Illustrator."
517;Terapeuta Thetahealer;3972;31;37;Formada em janeiro de 2017, venho atendendo pacientes desde então, via Skype ou presencialmente.
518;Reiki;4062;28;26;Atendimento na Asac. Grupo de Reikianos btf.
519;"Coaching de Pais e Filhos
Coaching para Casais Gestante
Constelação Sistêmica Familiar E Organizacional";3344;40;3;"Tenho experiência de a mais de um ano com atendimento familiar, pais e filhos.
Tenho experiência a quase um ano com atendimento de Constelação Sistêmica Familiar E Organizacional."
520;roupas diferenciadas, costuras, marmitas vegetarianas, pão artesanal, comidas especiais;279;4;35;"Faço costuras eventuais, mas tenho um atelier de moda contemporânea; tenho experiência com comida em eventos e sou profissional do teatro."
521;Aulas de francês;1150;9;34;6 anos
522;"Coaching de Propósito de Vida: descubra qual é o trabalho que te traz realização pessoal. Se você já descobriu  o trabalho que te realiza, mas ainda não está satisfeito com os resultados, as sessões de coaching irão te ajudar a ir para o próximo nível em seu trabalho.  Atendimento online ou presencial.
Disponibilidade para dar Cursos sobre Autoconhecimento.";2547;40;36;"Atuo como Coach há mais de 8 anos.
Ministro cursos/workshops sobre Autoconhecimento.
Autor do livro sobre Autoconhecimento chamado ""A Busca e o Encontro"".
Blog:  www.antoniocelidoniorocha.com"
523;"Massas artesanais, sem glúten.
Salgados para festas glúten Free.
Culinária em geral";2750;4;34;tenho experiências com serviços de Cheff em casa, fabricação de massas artesanais com e sem glúten, no entanto tenho um espaço especifico e preparado para culinária e gastronomia glúten free. Treinamento de pessoas.
524;comidinhas da roça para recordar a infância, e deixar o dia mais gostoso.;3706;4;55;Oferecer comidinhas que minha familia fazia lá na roça no fogão de lenha e que as vezes produzo pro consumo
525;Cabelereira;2592;26;28;"Corte
Tintura
Tratamentos
Prgressiva"
526;Sabonetes artesanais;3674;27;27;Trabalho com sabonetes artesanais com propriedades medicinais diretamente das ervas.
527;"Psicóloga Clínica com formação em Psicanálise disponho 2 a 3 vagas para atendimentos pelo BTF de acordo com a agenda com dia e horas específicos. 
Consultório Psicológico Magda Cruz - bairro Santa Mônica 
48-999817119
Cuide da sua Saúde Mental!!!";3038;29;41;"Prática clínica 6 anos;
Palestrante temas referentes a área psi em escolas, empresas, associações de bairro, comunidades...(depressão, bullying, suicídio...);
Rodas de conversa;
Coordenação de grupos terapêuticos;
Atendimento online com certificação pelo CFP - Conselho Federal de Psicologia."
528;"Psicóloga Clínica com formação em Psicanálise disponho 2 a 3 vagas para atendimentos pelo BTF de acordo com a agenda com dia e horas específicos. 
Consultório Psicológico Magda Cruz - bairro Santa Mônica 
48-999817119
Cuide da sua Saúde Mental!!!";3038;29;41;"Prática clínica 6 anos;
Palestrante temas referentes a área psi em escolas, empresas, associações de bairro, comunidades...(depressão, bullying, suicídio...);
Rodas de conversa;
Coordenação de grupos terapêuticos;
Atendimento online com certificação pelo CFP - Conselho Federal de Psicologia."
529;Peças em crochê e artesanato sustentável e customização de algumas peças de decoração;1016;21;26;"Já fiz doces para festas, tortas salgadas e bolos para cha da tarde.
Fiz faxina e tbm ja fiz peças em crochê pelo btf.
Contribuo no que posso, desde faxina, a cuidar de cachorrinhos ate carona e ajuda com transportes e afins."
530;"Faço bolos para cafe da tarde, tortas salgadas e docinhos de festa.
Faço tbm em domicilio seu cardápio semanal.";1016;4;26;Doces para festas e bolos e tortas salgadas
531;Designer Gráfico, comunicação visual, criação de materiais gráficos, criação de logotipos e criação de posts para Instagram e Facebook.;2821;38;42;Faculdade de Publicidade e Propaganda, Cursos nas áreas de desenho artístico e programas de desenho digital (dorel draw, adobe photoshop), cursos técnicos no SENAI e SENAC, cursos de extensão na Mind School (Mídias Sociais), anos de trabalho com serigrafia, comunicação visual, desenho, aerografia.
532;"Maquiadora
Lash designer
Designer de Sobrancelhas";1203;25;3;Minha experiência é elevar a auto estima das mulheres e deixar suas  vidas mais felizes.
533;Bolo caseiro;2611;4;50;Tenho experiencia com bolos caseiros
534;Filtro dos sonhos;3499;22;26;Faço filtros por encomendas.
535;"Tethahealing, aromaterapia, tarot
Quântico e auto conhecimento e leitura de mapa astral. 

Cuidado infantil e recreação;

Geleinhas;";3143;31;28;De um tempo pra cá venho conseguindo oferecer meus serviços e fazer pequenas trocas. Conseguir alguns serviços ainda é um desafio.
536;manutenção de bicicletas;3915;40;20;trabalhei 1 ano na loja della bikes, estou ha 4 anos na caminhos do sertao cicloturismo, como guia de cicloturismo e mecânico de bicicletas
537;"Terapeuta de barras de Access 
Mudas de plantas";3428;30;22;Trabalho como terapeuta corporal há 23 anos sou educadora física
538;pequenos reparos domesticos (hidraulica, eletrica, marcenaria, alvenaria, pintura);3915;40;55;tenho experiência em pequenos reparos domésticos ha 20 anos. marcenaria, eletrica, hidraulica, pintura, etc.
